image,landmark,x,y,z,visibility
frame5.png,NOSE,778.2180023193359,474.44432258605957,-0.054533153772354126,0.9976922273635864
frame5.png,LEFT_EYE_INNER,775.0677490234375,481.15606784820557,-0.043755292892456055,0.9961950778961182
frame5.png,LEFT_EYE,772.7286529541016,481.9133949279785,-0.04389173164963722,0.9958336353302002
frame5.png,LEFT_EYE_OUTER,770.3177642822266,482.33306407928467,-0.04386633262038231,0.9970703125
frame5.png,RIGHT_EYE_INNER,782.4768829345703,478.85945320129395,-0.04146965593099594,0.9973782300949097
frame5.png,RIGHT_EYE,784.7515106201172,477.83793926239014,-0.041687220335006714,0.9974722266197205
frame5.png,RIGHT_EYE_OUTER,787.0644378662109,476.9615650177002,-0.04178697615861893,0.9983521699905396
frame5.png,LEFT_EAR,765.4141235351562,477.42093086242676,0.007586932275444269,0.9970821738243103
frame5.png,RIGHT_EAR,789.5076751708984,470.53808212280273,0.01793747767806053,0.9958022236824036
frame5.png,MOUTH_LEFT,772.562255859375,467.1539068222046,-0.03401226922869682,0.9906173348426819
frame5.png,MOUTH_RIGHT,781.0683441162109,464.39706802368164,-0.03241667523980141,0.991183876991272
frame5.png,LEFT_SHOULDER,750.8453369140625,439.58882331848145,0.008629306219518185,0.997397780418396
frame5.png,RIGHT_SHOULDER,797.7789306640625,433.8236618041992,0.0445137619972229,0.9954982995986938
frame5.png,LEFT_ELBOW,797.3663330078125,463.33757400512695,-0.009622893296182156,0.8430783748626709
frame5.png,RIGHT_ELBOW,824.7216796875,446.2914276123047,0.03718629851937294,0.3911779522895813
frame5.png,LEFT_WRIST,836.7363739013672,512.0060634613037,-0.006284205708652735,0.8747919797897339
frame5.png,RIGHT_WRIST,850.3485870361328,520.5910205841064,-0.000924798077903688,0.6580315232276917
frame5.png,LEFT_PINKY,854.0364074707031,534.5231437683105,-0.018274588510394096,0.843560516834259
frame5.png,RIGHT_PINKY,854.3516540527344,532.4014091491699,-0.015503482893109322,0.6735725402832031
frame5.png,LEFT_INDEX,854.0132141113281,536.2115621566772,-0.01598156802356243,0.8472740054130554
frame5.png,RIGHT_INDEX,856.051025390625,533.1098127365112,-0.018010975793004036,0.6780048608779907
frame5.png,LEFT_THUMB,850.078125,534.1179800033569,-0.005608913488686085,0.8179040551185608
frame5.png,RIGHT_THUMB,853.6418151855469,531.7034769058228,-0.0049814628437161446,0.6872406601905823
frame5.png,LEFT_HIP,759.9779510498047,321.1173677444458,0.000362647813744843,0.9994428753852844
frame5.png,RIGHT_HIP,793.4025573730469,323.09072256088257,-0.00043784771696664393,0.9994993209838867
frame5.png,LEFT_KNEE,763.4137725830078,267.907555103302,-0.0021352488547563553,0.5643576979637146
frame5.png,RIGHT_KNEE,793.7309265136719,260.9310007095337,-0.09350832551717758,0.8726893663406372
frame5.png,LEFT_ANKLE,779.2022705078125,205.62183380126953,0.12696415185928345,0.5553598403930664
