image,landmark,x,y,z,visibility
frame0.png,NOSE,457.8697967529297,475.9271764755249,-0.13692235946655273,0.9870277643203735
frame0.png,LEFT_EYE_INNER,460.1737976074219,467.7231788635254,-0.14342117309570312,0.9860013723373413
frame0.png,LEFT_EYE,461.78539276123047,467.21441745758057,-0.1436448097229004,0.9870500564575195
frame0.png,LEFT_EYE_OUTER,463.16200256347656,466.8006706237793,-0.14365877211093903,0.9922332763671875
frame0.png,RIGHT_EYE_INNER,459.2579650878906,467.404146194458,-0.12641093134880066,0.9805212020874023
frame0.png,RIGHT_EYE,460.1059341430664,466.62896633148193,-0.12657895684242249,0.9824214577674866
frame0.png,RIGHT_EYE_OUTER,460.70091247558594,465.7880401611328,-0.12667138874530792,0.9859550595283508
frame0.png,LEFT_EAR,473.84239196777344,464.82433319091797,-0.1552351415157318,0.9954622387886047
frame0.png,RIGHT_EAR,471.0866165161133,463.94134998321533,-0.07778336852788925,0.9539187550544739
frame0.png,MOUTH_LEFT,466.9938278198242,481.03766441345215,-0.13914592564105988,0.9929835796356201
frame0.png,MOUTH_RIGHT,465.3413772583008,481.10414028167725,-0.1180104985833168,0.9846869111061096
frame0.png,LEFT_SHOULDER,509.4992446899414,487.19919204711914,-0.19355906546115875,0.9999674558639526
frame0.png,RIGHT_SHOULDER,469.0528106689453,513.400468826294,-0.0059950812719762325,0.9995001554489136
frame0.png,LEFT_ELBOW,527.2086334228516,548.4115791320801,-0.24739429354667664,0.7589440941810608
frame0.png,RIGHT_ELBOW,477.2430419921875,566.9511795043945,-0.004123165272176266,0.020882343873381615
frame0.png,LEFT_WRIST,509.1447448730469,596.0764932632446,-0.2844946086406708,0.6489315629005432
frame0.png,RIGHT_WRIST,487.3799133300781,605.4474020004272,-0.08291692286729813,0.03670082613825798
frame0.png,LEFT_PINKY,511.73099517822266,609.3101263046265,-0.3132285177707672,0.5903422236442566
frame0.png,RIGHT_PINKY,489.1831588745117,616.9283294677734,-0.09627752006053925,0.04838118702173233
frame0.png,LEFT_INDEX,507.1022415161133,610.25306224823,-0.30959293246269226,0.57218337059021
frame0.png,RIGHT_INDEX,490.5241394042969,615.5522918701172,-0.11540641635656357,0.053927112370729446
frame0.png,LEFT_THUMB,505.25001525878906,604.7070264816284,-0.28282496333122253,0.40983694791793823
frame0.png,RIGHT_THUMB,490.63720703125,610.5690479278564,-0.09409481287002563,0.04955950379371643
frame0.png,LEFT_HIP,545.4865646362305,589.039192199707,-0.050444819033145905,0.9999028444290161
frame0.png,RIGHT_HIP,512.4524688720703,587.8005266189575,0.050288669764995575,0.9998030066490173
frame0.png,LEFT_KNEE,529.9538040161133,637.6582431793213,-0.05402689054608345,0.09833082556724548
frame0.png,RIGHT_KNEE,490.64563751220703,629.6157360076904,0.04252548888325691,0.02659256011247635
frame0.png,LEFT_ANKLE,553.0621337890625,679.447832107544,0.07244367152452469,0.04245304688811302
frame0.png,RIGHT_ANKLE,488.30055236816406,664.7450351715088,0.09738277643918991,0.029384074732661247
frame0.png,LEFT_HEEL,557.8751373291016,685.6351518630981,0.08302553743124008,0.037770867347717285
frame0.png,RIGHT_HEEL,495.21251678466797,671.8759346008301,0.10185851156711578,0.05486774072051048
frame0.png,LEFT_FOOT_INDEX,552.4296951293945,697.680287361145,0.05081167072057724,0.04444928839802742
frame0.png,RIGHT_FOOT_INDEX,469.31373596191406,677.1607875823975,0.07311111688613892,0.04398017004132271
frame2.png,NOSE,405.7948303222656,495.36628246307373,-0.048569027334451675,0.9970122575759888
frame2.png,LEFT_EYE_INNER,404.6164321899414,491.74933433532715,-0.06654742360115051,0.9978823065757751
frame2.png,LEFT_EYE,403.05294036865234,492.48138427734375,-0.06675758212804794,0.9976944327354431
frame2.png,LEFT_EYE_OUTER,401.461181640625,493.3454418182373,-0.06677385419607162,0.9983310103416443
frame2.png,RIGHT_EYE_INNER,410.1438903808594,489.91740703582764,-0.06616956740617752,0.9984052777290344
frame2.png,RIGHT_EYE,412.98206329345703,489.47967052459717,-0.06636390089988708,0.9983298182487488
frame2.png,RIGHT_EYE_OUTER,415.9597396850586,489.1112422943115,-0.06651467084884644,0.9988393187522888
frame2.png,LEFT_EAR,398.99757385253906,499.1670799255371,-0.11637775599956512,0.9990166425704956
frame2.png,RIGHT_EAR,421.32179260253906,493.26613426208496,-0.11422757804393768,0.997786283493042
frame2.png,MOUTH_LEFT,404.0518569946289,504.0429496765137,-0.05983274057507515,0.9977503418922424
frame2.png,MOUTH_RIGHT,411.07418060302734,502.2888708114624,-0.06031360477209091,0.9971153736114502
frame2.png,LEFT_SHOULDER,385.57315826416016,557.6840829849243,-0.10537649691104889,0.9998377561569214
frame2.png,RIGHT_SHOULDER,462.29644775390625,532.7314281463623,-0.10216854512691498,0.9991865754127502
frame2.png,LEFT_ELBOW,387.07080841064453,623.2152557373047,-0.010820363648235798,0.20273132622241974
frame2.png,RIGHT_ELBOW,505.3594970703125,584.8483371734619,-0.03749309107661247,0.043700724840164185
frame2.png,LEFT_WRIST,388.04481506347656,610.1555585861206,0.10230956971645355,0.02611141838133335
frame2.png,RIGHT_WRIST,480.14015197753906,589.277458190918,0.04189230129122734,0.015295692719519138
frame2.png,LEFT_PINKY,385.1027297973633,623.3740425109863,0.11550559103488922,0.029217252507805824
frame2.png,RIGHT_PINKY,478.0105972290039,587.9531764984131,0.04393468797206879,0.014886610209941864
frame2.png,LEFT_INDEX,388.22509765625,610.3248167037964,0.10356943309307098,0.028636783361434937
frame2.png,RIGHT_INDEX,465.89942932128906,588.6223554611206,0.03583419695496559,0.014793682843446732
frame2.png,LEFT_THUMB,392.5607681274414,613.6575365066528,0.1016320139169693,0.025995634496212006
frame2.png,RIGHT_THUMB,466.75724029541016,587.7053833007812,0.039618853479623795,0.01217463705688715
frame2.png,LEFT_HIP,436.903076171875,653.7202548980713,0.005572368856519461,0.9988580942153931
frame2.png,RIGHT_HIP,477.8361511230469,643.184494972229,-0.005682005081325769,0.998916745185852
frame2.png,LEFT_KNEE,432.3313903808594,717.5246429443359,0.16646531224250793,0.1735880821943283
frame2.png,RIGHT_KNEE,506.71600341796875,708.4695482254028,0.12434699386358261,0.14586709439754486
frame2.png,LEFT_ANKLE,449.46666717529297,778.4596252441406,0.26947060227394104,0.13935531675815582
frame2.png,RIGHT_ANKLE,525.3234100341797,778.2345771789551,0.2380104809999466,0.10279305279254913
frame2.png,LEFT_HEEL,456.4406967163086,791.4497566223145,0.2794050872325897,0.21229879558086395
frame2.png,RIGHT_HEEL,526.1874389648438,792.517147064209,0.2500624358654022,0.14703769981861115
frame2.png,LEFT_FOOT_INDEX,439.72286224365234,784.9980354309082,0.2847452163696289,0.023791970685124397
frame2.png,RIGHT_FOOT_INDEX,535.0279998779297,786.826057434082,0.25247830152511597,0.017239941284060478
frame4.png,NOSE,568.5445022583008,274.7240996360779,-0.08180190622806549,0.9959853291511536
frame4.png,LEFT_EYE_INNER,570.6169891357422,265.25879859924316,-0.07208678126335144,0.9915341734886169
frame4.png,LEFT_EYE,572.4619293212891,264.9698495864868,-0.0722775012254715,0.9904372096061707
frame4.png,LEFT_EYE_OUTER,574.3740081787109,265.0663447380066,-0.07228320837020874,0.9931401610374451
frame4.png,RIGHT_EYE_INNER,563.5013580322266,265.4775381088257,-0.07865162193775177,0.9941505789756775
frame4.png,RIGHT_EYE,560.8344650268555,265.6145238876343,-0.07892072200775146,0.9952612519264221
frame4.png,RIGHT_EYE_OUTER,558.1022262573242,265.61999559402466,-0.07908029854297638,0.9963906407356262
frame4.png,LEFT_EAR,572.1404266357422,269.48076725006104,-0.01348339207470417,0.9946752786636353
frame4.png,RIGHT_EAR,549.8145294189453,270.0061583518982,-0.04376336187124252,0.9902728199958801
frame4.png,MOUTH_LEFT,569.9820709228516,284.7928977012634,-0.056134939193725586,0.9925106763839722
frame4.png,MOUTH_RIGHT,561.4040374755859,285.2070093154907,-0.06646507233381271,0.9913914203643799
