image,landmark,x,y,z,visibility
frame2.png,NOSE,474.90596771240234,363.52309226989746,-0.10056325048208237,0.9999172687530518
frame2.png,LEFT_EYE_INNER,486.9852828979492,353.4900212287903,-0.10983137041330338,0.9999401569366455
frame2.png,LEFT_EYE,491.49147033691406,354.87964153289795,-0.10997835546731949,0.9999406337738037
frame2.png,LEFT_EYE_OUTER,496.0418701171875,355.46562910079956,-0.10998467355966568,0.9999505281448364
frame2.png,RIGHT_EYE_INNER,480.86048126220703,351.66588306427,-0.08408958464860916,0.9999446868896484
frame2.png,RIGHT_EYE,480.6471633911133,351.5150785446167,-0.08430588990449905,0.9999396800994873
frame2.png,RIGHT_EYE_OUTER,480.5649948120117,351.36852264404297,-0.08443921059370041,0.9999454021453857
frame2.png,LEFT_EAR,510.65185546875,360.76878547668457,-0.11645986884832382,0.9999855756759644
frame2.png,RIGHT_EAR,495.4331588745117,356.8180203437805,9.863418381428346e-05,0.9999154806137085
frame2.png,MOUTH_LEFT,483.5971450805664,377.05777645111084,-0.09832391142845154,0.9999065399169922
frame2.png,MOUTH_RIGHT,477.19913482666016,374.80098724365234,-0.06608208268880844,0.9997934699058533
frame2.png,LEFT_SHOULDER,545.8563995361328,408.60154151916504,-0.14367911219596863,0.9998575448989868
frame2.png,RIGHT_SHOULDER,520.964241027832,415.1462173461914,0.08655916899442673,0.9990181922912598
frame2.png,LEFT_ELBOW,541.3211822509766,469.5528745651245,-0.21256180107593536,0.9936973452568054
frame2.png,RIGHT_ELBOW,529.3959426879883,480.8064794540405,0.08363865315914154,0.018521878868341446
frame2.png,LEFT_WRIST,488.47278594970703,436.3011646270752,-0.22137896716594696,0.929267168045044
frame2.png,RIGHT_WRIST,510.65189361572266,482.09818840026855,-0.009975209832191467,0.054570067673921585
frame2.png,LEFT_PINKY,471.0472106933594,428.3223009109497,-0.2395804226398468,0.9000020027160645
frame2.png,RIGHT_PINKY,506.91051483154297,483.73382091522217,-0.023296087980270386,0.11877813935279846
frame2.png,LEFT_INDEX,478.11710357666016,416.5079641342163,-0.23105034232139587,0.8929140567779541
frame2.png,RIGHT_INDEX,500.6369400024414,476.2413167953491,-0.032644014805555344,0.11461567878723145
frame2.png,LEFT_THUMB,485.1431655883789,421.034631729126,-0.21603074669837952,0.8345940113067627
frame2.png,RIGHT_THUMB,503.35105895996094,476.07364654541016,-0.01815013401210308,0.12634442746639252
frame2.png,LEFT_HIP,546.729736328125,570.7855367660522,-0.0723281055688858,0.9997175335884094
frame2.png,RIGHT_HIP,539.0100860595703,567.4819993972778,0.07222817838191986,0.9996459484100342
frame2.png,LEFT_KNEE,492.7733612060547,684.1452169418335,-0.05643114447593689,0.9863613843917847
frame2.png,RIGHT_KNEE,544.0830612182617,678.41872215271,0.11096664518117905,0.7963864803314209
frame2.png,LEFT_ANKLE,513.0466461181641,781.2556457519531,0.024530930444598198,0.9619876146316528
frame2.png,RIGHT_ANKLE,579.683952331543,765.505542755127,0.189228817820549,0.7759191393852234
frame2.png,LEFT_HEEL,530.8082962036133,801.4884281158447,0.030188288539648056,0.9032787680625916
frame2.png,RIGHT_HEEL,593.3892822265625,782.9952621459961,0.19602283835411072,0.8547561764717102
frame2.png,LEFT_FOOT_INDEX,466.52477264404297,796.8679046630859,-0.014158164151012897,0.9384869933128357
frame2.png,RIGHT_FOOT_INDEX,549.8549652099609,782.2479343414307,0.1774120330810547,0.7933584451675415
frame3.png,NOSE,376.7532730102539,449.19143199920654,-0.10009606182575226,0.9970845580101013
frame3.png,LEFT_EYE_INNER,384.0210723876953,440.67681312561035,-0.09943082183599472,0.9963265061378479
frame3.png,LEFT_EYE,387.1961975097656,440.08196353912354,-0.09958009421825409,0.9968814849853516
frame3.png,LEFT_EYE_OUTER,389.2964172363281,439.69285011291504,-0.09958022832870483,0.9966416358947754
frame3.png,RIGHT_EYE_INNER,377.3536682128906,441.6107368469238,-0.08484958857297897,0.9973638653755188
frame3.png,RIGHT_EYE,375.95333099365234,441.65257930755615,-0.08500958234071732,0.998164713382721
frame3.png,RIGHT_EYE_OUTER,374.49405670166016,441.6683292388916,-0.08514286577701569,0.9980554580688477
frame3.png,LEFT_EAR,398.7825393676758,441.08510971069336,-0.07883883267641068,0.9988377690315247
frame3.png,RIGHT_EAR,380.94642639160156,443.2087755203247,-0.012205938808619976,0.9971140623092651
frame3.png,MOUTH_LEFT,386.4744186401367,457.7941560745239,-0.09034700691699982,0.9948468208312988
frame3.png,MOUTH_RIGHT,380.9810256958008,458.9292240142822,-0.07216206938028336,0.9932684302330017
frame3.png,LEFT_SHOULDER,437.23827362060547,477.26566314697266,-0.08914674073457718,0.998513400554657
